,Job Title,Job Type,Company Name,Posted Date,Cities,States,Stipend,Start Date,Duration,Numer of Openings,Late date to apply
136,MASS COMMUNICATIONS & SOCIAL MEDIA AND ONBOARDING OF SHG PRODUCTS THROUGH ECOMMERCE,Full Time,DAY NULM KOKRAJHAR ASSAM,29-05-2023,Kokrajhar,Assam,Unpaid,Immediately,3 Months,2,13-09-2023
137,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,DAY NULM GOSSAIGAON ASSAM,29-05-2023,Kokrajhar,Assam,Unpaid,Immediately,3 Months,1,13-09-2023
138,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,20-07-2023
139,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,20-07-2023
140,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,20-07-2023
141,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,20-07-2023
142,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
143,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
144,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,20-07-2023
145,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
146,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
147,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
148,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
149,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
150,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
151,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,20-07-2023
152,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1,08-06-2023
153,URBAN WOMEN EMPOWERMENT,Full Time,City Mission Manangement Unit DAY NULM,31-05-2023,West Karbi Anglong,Assam,Unpaid,Immediately,8 Weeks,5,16-06-2023
154,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Part Time,Lonavala Municipal Council,31-05-2023,Pune,Maharashtra,Unpaid,Immediately,03 Months,5,29-02-2024
155,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION,Part Time,Lonavala Municipal Council,31-05-2023,Pune,Maharashtra,Unpaid,Immediately,03 Months,5,29-02-2024
156,URBAN POVERTY,Part Time,Mango Municipal Corporation,31-05-2023,East Singhbhum,Jharkhand,Unpaid,Immediately,2 Months,1,05-06-2023
157,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,Silpathar,01-06-2023,Dhemaji,Assam,Unpaid,Immediately,8 Weeks,1,27-06-2023
158,MICRO ENETRPRISE PROMOTION OF WOMEN SELF HELP GROUPS AND FINANCIAL INCLUSION OF SHGS,Full Time,Municipal Corporation Ambikapur,03-06-2023,Ambikapur,Chhattisgarh,3000 /month,Immediately,12 Weeks,2,15-08-2023
159,TRAINING OF SKILL DEVELOPMENT,Full Time,CHAKRADHARPUR,07-06-2023,West Singhbhum,Jharkhand,Unpaid,Immediately,2 Months,60,30-06-2023
160,SALES EXECUTIVE (CLC),Full Time,CITY MISSION MANAGEMENT UNIT DAY NULM JORHAT,08-06-2023,Jorhat,Assam,Unpaid,Immediately,11 Months,1,31-07-2023
161,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS, ALFS, CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT & CREDIT LINKAGE OF URBAN POOR",Full Time,DAY NULM Dhakuakhana,08-06-2023,Dhakuakhana,Assam,Unpaid,Immediately,8 Weeks,2,20-07-2023
162,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS, ALFS, CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT & CREDIT LINKAGE OF URBAN POOR",Full Time,NULM BIHPURIA,08-06-2023,Bihupuria,Assam,Unpaid,Immediately,8 Weeks,2,27-06-2023
163,MARKETING EXPERT,Full Time,Tripura Urban Livelihoods Mission,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,2,30-06-2023
164,LIVELIHOOD PLANNER,Full Time,Tripura Urban Livelihoods Mission,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,2,30-06-2023
165,FINANCIAL INCLUSION EXPERT,Full Time,Tripura Urban Livelihoods Mission,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,1,30-06-2023
166,SOCIAL MEDIA EXPERT,Full Time,Tripura Urban Livelihoods Mission,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,1,30-06-2023
167,ONLINE TECHNICAL SUPPORT,Full Time,Tripura Urban Livelihoods Mission,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,1,30-06-2023
168,SUPPORT TO E-COMMERCE PORTAL,Full Time,Tripura Urban Livelihoods Mission,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,1,30-06-2023
169,INTERN FOR NULM,Full Time,ASULMS BARPETA,14-06-2023,Barpeta,Assam,Unpaid,Immediately,2 Months,5,07-08-2023
170,INTERN FOR NULM,Full Time,ASULMS SARTHEBARI,15-06-2023,Barpeta,Assam,Unpaid,Immediately,2 Months,2,31-08-2023
171,DAY-NULM,Part Time,DAY NULM BISWANATH CHARIALI,16-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,16-06-2023
172,DAY-NULM,Full Time,DAY NULM BISWANATH CHARIALI,16-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,17-06-2023
173,DAY-NULM,Part Time,DAY NULM BISWANATH CHARIALI,22-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,22-06-2023
174,INTERN FOR NULM,Full Time,Nagar Panchayat Areraj,23-06-2023,Areraj,Bihar,12000 /month,Immediately,8 Weeks,1,26-06-2023
175,DAY-NULM,Part Time,DAY NULM BISWANATH CHARIALI,23-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,23-06-2023
176,DAY-NULM,Part Time,DAY NULM BISWANATH CHARIALI,23-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,23-06-2023
177,NULM INTERN,Full Time,Nagar Palik Nigam Rajnandgaon,26-06-2023,Rajnandgaon,Chhattisgarh,2500 /month,Immediately,3 Months,1,05-07-2023
178,SOCIAL MOBILIZER,Full Time,CITY MISSION MANAGEMENT UNIT DAY NULM JORHAT,01-07-2023,Jorhat,Assam,Unpaid,Immediately,2 Months,2,15-07-2023
179,"INTERN FOR URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,"CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam",03-07-2023,Kamrup Metropolitan,Assam,Unpaid,Immediately,2 Months,4,31-10-2023
180,NULM INTERN,Full Time,"CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam",03-07-2023,Kamrup Metropolitan,Assam,Unpaid,Immediately,2 Months,17,28-02-2025
181,DAY-NULM,Full Time,TPAINAPUR,03-07-2023,Ainapur,Karnataka,Unpaid,Immediately,2 Months,1,15-07-2023
182,SOCIAL MEDIA  CONTENT CREATOR,Full Time,DAY NULM TITABAR ULB,05-07-2023,Jorhat,Assam,Unpaid,Immediately,2 Months,1,10-07-2023
183,URBAN WOMEN EMPOWERMENT,Full Time,ULB DIGBOI DAY NULM,06-07-2023,Tinsukia,Assam,Unpaid,Immediately,8 Weeks,3,06-08-2023
184,NULM INTERN,Full Time,MC Bathinda,07-07-2023,Bathinda,Punjab,12000 /month,Immediately,2 Months,2,11-07-2023
185,NULM INTERN,Full Time,Nagar Palik Nigam Rajnandgaon,07-07-2023,Rajnandgaon,Chhattisgarh,2500 /month,Immediately,3 Months,1,25-07-2023
186,SHG- CAPACITY BUILDING INTERN,Full Time,NULM RANGIA,11-07-2023,Kamrup,Assam,Unpaid,Immediately,2 Months,2,30-09-2023
187,DAY-NULM,Full Time,NULM NORTH GUWAHATI,11-07-2023,Kamrup,Assam,Unpaid,Immediately,2 Months,5,20-07-2023
188,DATA ENTRY OPERATOR,Full Time,Bhiwandi Nizampur City Municipal Corporation,12-07-2023,Bhiwandi,Maharashtra,9000 /month,Immediately,11 Months,1,31-07-2023
189,DATA ENTRY OPERATOR,Full Time,Bhiwandi Nizampur City Municipal Corporation,12-07-2023,Bhiwandi,Maharashtra,Unpaid,Immediately,3 Months,8,31-07-2023
190,COMPUTER OPERATOR CUM DATA ENTRY INTERNS,Part Time,Municipal Council Kamptee,14-07-2023,Nagpur,Maharashtra,Unpaid,Immediately,6 Months,2,31-07-2023
191,MASS COMMUNICATIONS & SOCIAL MEDIA AND ONBOARDING OF SHG PRODUCT THROUGH ECOMMERCE,Full Time,DAYNULMBASUGAON,15-07-2023,Chirang,Assam,Unpaid,Immediately,2 Months,1,31-01-2024
192,FINANCIAL INCLUSION OF URBAN POOR - INDIVIDUAL AND SHG,Full Time,DAYNULMBASUGAON,15-07-2023,Chirang,Assam,Unpaid,Immediately,2 Months,2,30-11-2023
193,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION AND ENTERPRISE DEVELOPMENT,Full Time,DAYNULMBASUGAON,15-07-2023,Chirang,Assam,Unpaid,Immediately,2 Months,2,31-01-2024
194,12000,Full Time,NAGAR PARISHAD KANTI,18-07-2023,Muzaffarpur,Bihar,12000 /month,Immediately,3 Months,1,31-07-2023
195,NULM INTERN,Full Time,ASULMS BARPETA,19-07-2023,Barpeta,Assam,Unpaid,Immediately,8 Weeks,1,01-08-2023
196,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,GAURIPUR MUNICIPAL BOARD DIST :- DHUBRI (ASSAM),20-07-2023,Dhubri,Assam,Unpaid,Immediately,3 Months,5,31-08-2023
197,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,"BILASIPARA MUNICIPAL BOARD, DIST DHUBRI, ASSAM",20-07-2023,Dhubri,Assam,Unpaid,Immediately,3 Months,5,31-07-2023
198,DAYNULM INTERN,Full Time,Daund Municipal Council,22-07-2023,Pune,Maharashtra,Unpaid,Immediately,52 Weeks,2,10-07-2024
199,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,NULM CHAPAR MUNICIPAL BOARD,24-07-2023,Dhubri,Assam,Unpaid,Immediately,6 Months,5,15-08-2023
200,PM SVANIDHI INTERNSHIP,Full Time,NULM CHAPAR MUNICIPAL BOARD,24-07-2023,Dhubri,Assam,5000 /month,Immediately,12 Weeks,5,30-07-2023
201,SOCIAL MOBILISER,Full Time,Mangaldai Municipal Board,24-07-2023,Mangaldoi,Assam,Unpaid,Immediately,3 Months,2,15-08-2023
202,"URBANU LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,ASULMS Sapatgram Municipal Board,24-07-2023,Dhubri,Assam,Unpaid,Immediately,3 Months,5,30-07-2023
203,NULM INTERN,Full Time,ASULMS SORBHOG,25-07-2023,Sorbhog,Assam,Unpaid,Immediately,8 Weeks,3,31-12-2023
204,NULM INTERN,Full Time,ASULMS HOWLY,27-07-2023,Barpeta,Assam,Unpaid,Immediately,8 Weeks,3,30-09-2023
205,COMPUTER OPERATOR CUM DATA ENTRY INTERNS,Full Time,City Mission Management Unit NULM Hailakandi,27-07-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,5,25-08-2023
206,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,Assam State Urban Livelihoods Mission Society Golakganj Municipal Board Dist Dhubri Assam,28-07-2023,Dhubri,Assam,Unpaid,Immediately,3 Months,5,30-08-2023
207,SUPPORT TO E-COMMERCE PORTAL,Full Time,City Mission Management Unit NULM Hailakandi,28-07-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2,25-08-2023
208,MARKETING EXPERT,Full Time,City Mission Management Unit NULM Hailakandi,28-07-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2,25-08-2023
209,FINANCIAL INCLUSION EXPERT,Full Time,City Mission Management Unit NULM Hailakandi,28-07-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2,25-08-2023
210,URBAN WOMEN EMPOWERMENT,Full Time,ULB DOOMDOOMA DAY NULM,01-08-2023,Tinsukia,Assam,Unpaid,Immediately,8 Weeks,3,31-08-2023
211,URBAN WOMEN EMPOWERMENT,Full Time,ULB CHAPAKHOWA DAY NULM,01-08-2023,Tinsukia,Assam,Unpaid,Immediately,8 Weeks,3,31-08-2023
212,URBAN WOMEN EMPOWERMENT,Full Time,ULB MAKUM DAY NULM,01-08-2023,Tinsukia,Assam,Unpaid,Immediately,8 Weeks,3,31-08-2023
213,SOCIAL MEDIA EXPERT,Full Time,City Mission Management Unit NULM Hailakandi,01-08-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2,31-08-2023
214,COMMUNITY RESOURCE PERSON,Full Time,City Mission Management Unit NULM Hailakandi,01-08-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,3,25-08-2023
215,INTERNSHIP PROGRAM AT NAGAR PANCHAYAT MADHOPUR SUSTA,Full Time,NAGAR PANCHAYAT MADHOPUR SUSTA,02-08-2023,Muzaffarpur,Bihar,12000 /month,Immediately,3 Months,1,08-08-2023
216,SOCIAL MEDIA EXPERT,Full Time,DAY NULM KHARUPETIA MUNICIPAL BOARD,09-08-2023,Darrang,Assam,Unpaid,Immediately,Months,2,31-08-2023
217,OFFICE ASSISTANT INTERN,Part Time,NULM,11-08-2023,Golaghat,Assam,Unpaid,Immediately,2 Months,5,15-08-2023
218,NULM INTERN,Full Time,"CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam",24-08-2023,Kamrup Metropolitan,Assam,Unpaid,Immediately,2 Months,11,24-11-2023
219,INTERN FOR NULM,Part Time,DAY NULM CMMU,27-09-2023,Tezpur,Assam,2 /month,Immediately,2 Months,3,31-10-2023
220,E COMMERCE PLATFORM/ SOCIAL MEDIA INTERN,Full Time,Punjab State Livelihood Mission,27-09-2023,Chandigarh,Punjab,5000 /month,Immediately,2 Months,1,23-01-2024
221,DAY NULM- WEBSITE DESIGN AND ANDROID APP DEVELOPMENT,Full Time,DAY NULM,09-10-2023,New Delhi,Delhi,Unpaid,Immediately,2 Months,20,20-10-2023
222,DAY NULM ENTERPRENEURSHIP DEVELOPMENT,Full Time,DAY NULM,09-10-2023,New Delhi,Delhi,Unpaid,Immediately,2 Months,10,15-10-2023
223,DAY NULM INTERN FOR SOCIAL MEDIA PROMOTION OF THE MISSION,Full Time,DAY NULM,09-10-2023,New Delhi,Delhi,Unpaid,Immediately,2 Months,5,15-10-2023
224,DAYNULM INTERN,Full Time,Municipal Corporation Jalandhar,11-10-2023,Jalandhar,Punjab,10000 /month,Immediately,12 Weeks,2,02-11-2023
225,SOCIAL EXPERT,Full Time,NAGPUR MUNICIPAL CORPORATION NAGPUR,11-10-2023,Nagpur,Maharashtra,Unpaid,Immediately,6 Months,10,19-11-2023
226,DAYNULM INTERNS,Full Time,Nashik Muncipal Corporation,11-10-2023,Nashik,Maharashtra,Unpaid,Immediately,8 Weeks,6,15-11-2023
227,ENGAGEMENT OF INTERNS UNDER DAY-NULM,Full Time,Municipal Corporation Patiala,03-11-2023,Patiala,Punjab,10000 /month,Immediately,5 Months,1,10-02-2024
228,INTERNS FOR DAY-NULM  UNDER MC AMRITSAR,Full Time,Municipal Corporation Amritsar,09-11-2023,Amritsar,Punjab,10000 /month,Immediately,8 Weeks,3,14-11-2023
229,STATE-LEVEL INTERNS - KUDUMBASHREE,Full Time,KUDUMBASHREE,25-11-2023,Thiruvananthapuram,Kerala,8000 /month,Immediately,3 Months,3,31-05-2024
230,CITY LEVEL - INTERNS - KUDUMBASHREE,Full Time,KUDUMBASHREE,25-11-2023,Thiruvananthapuram,Kerala,8000 /month,Immediately,1 month,93,04-06-2024
231,DAY-NULM,Full Time,MUNICIPAL CORPORATION LUDHIANA,28-11-2023,Ludhiana,Punjab,10000 /month,Immediately,12 Weeks,1,02-12-2023
232,SOCIAL EXPERT,Full Time,NAGPUR MUNICIPAL CORPORATION NAGPUR,01-12-2023,Nagpur,Maharashtra,Unpaid,Immediately,6 Months,7,10-12-2023
233,LIVELIHOOD AND SKILL DEVELOPMENT -TULIP,Full Time,"Urban Local Body, Rahatgarh",10-12-2023,Sagar,Madhya Pradesh,Unpaid,Immediately,2 Months,1,18-12-2023
234,DAYNULM INTERN,Full Time,Manmad Municipal Council,14-12-2023,Manmad,Maharashtra,Unpaid,Immediately,8 Weeks,3,18-12-2023
235,DAY NULM ENTERPRENEURSHIP DEVELOPMENT,Full Time,Municipal Council Jagraon,15-12-2023,Jagraon,Punjab,10000 /month,Immediately,8 Weeks,1,20-03-2024
236,INTERSHIP UNDER DAY NULM,Full Time,CITY MUNCIPAL COUNCIL SHORAPUR,22-01-2024,Shorapur,Karnataka,Unpaid,Immediately,5 Months,4,25-01-2024
237,INTERNSHIP UNDER DAY NULM,Full Time,CMC Yadgiri,22-01-2024,Yadgir,Karnataka,Unpaid,Immediately,5 Months,6,14-02-2024
238,INTERNSHIP UNDER DAY NULM,Full Time,TOWN MUNCIPAL KAKKERA,23-01-2024,Kakkera,Karnataka,Unpaid,Immediately,5 Months,3,19-03-2024
239,INTERSHIP UNDER DAY NULM,Full Time,TOWN MUNCIPAL COUNCIL KEMBHAVI,23-01-2024,Kembhavi,Karnataka,Unpaid,Immediately,5 Months,2,05-02-2024
240,INTERNSHIP UNDER DAY NULM,Full Time,TOWN PANCHAYATH HUNASAGI,23-01-2024,Hunsagi,Karnataka,Unpaid,Immediately,5 Months,1,31-01-2024
241,INTERNSHIP UNDER DAY NULM,Full Time,TMC Gurumatkal,23-01-2024,Gurumatkal,Karnataka,Unpaid,Immediately,5 Months,2,31-01-2024
242,DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,CITY MUNICIPAL COUNCIL,24-01-2024,Chickmagalur,Karnataka,Unpaid,Immediately,5 Months,11,05-02-2024
243,INTERSHIP UNDER DAY NULM,Full Time,City Corporation,24-01-2024,Davangere,Karnataka,2500 /month,Immediately,8 Weeks,38,29-02-2024
244,INTERN FOR DAYNULM,Part Time,Town Municipal Council Kadur,25-01-2024,Kadur,Karnataka,Unpaid,Immediately,3 Months,3,05-02-2024
245,SURVEYOR INTERN,Full Time,Kaup TMC,25-01-2024,Kaup,Karnataka,8334 /month,Immediately,3 Months,5,24-09-2024
246,PM SVANIDHI INTERNSHIP,Part Time,Mulki Town Panchayath,25-01-2024,Mulki,Karnataka,2500 /month,Immediately,2 Months,1,31-01-2024
247,DAY-NULM/PM SVANIDHI INTERN,Full Time,Shikaripura TMC,29-01-2024,Shikaripura,Karnataka,5000 /month,Immediately,5 Months,3,15-02-2024
248,PM SVANIDHI INTERNSHIP,Full Time,Town Panchayat Saligrama,30-01-2024,Udipi,Karnataka,1000 /month,Immediately,5 Months,1,11-03-2024
249,SELF HELP GROUP,Full Time,UDUPI CMC,31-01-2024,Udipi,Karnataka,5000 /month,Immediately,2 Months,10,30-10-2024
250,PM SVANIDHI SOCIO ECONOMIC SURVEY,Part Time,TOWN MUNICIPAL COUNCIL KUNDAPURA 576201,31-01-2024,Udipi,Karnataka,1000 /month,Immediately,2 Months,1,05-02-2024
251,DAYNULM INTERN,Full Time,Town Panchayath Jogkargal,31-01-2024,Jog-Kargal,Karnataka,5000 /month,Immediately,2 Months,1,31-01-2024
252,SHELTER FOR URBAN HOMELESS,Part Time,UDUPI CMC,31-01-2024,Udipi,Karnataka,5000 /month,Immediately,2 Months,10,03-02-2024
253,DAY NULM INTERNS,Full Time,Town Municipal Council Shiralakoppa,31-01-2024,Shikaripura,Karnataka,5000 /month,Immediately,3 Months,1,01-08-2024
254,DAY NULM AND PMSVANIDHI,Full Time,Mangaluru City Corporation,01-02-2024,Mangalore,Karnataka,2500 /month,Immediately,2 Months,14,26-10-2024
255,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,UDUPI CMC,01-02-2024,Udipi,Karnataka,5000 /month,Immediately,2 Months,10,03-02-2024
256,PM SVANIDHI INTERNSHIP,Full Time,Sullia Town Panchayath,01-02-2024,Sullia,Karnataka,2500 /month,Immediately,2 Months,1,06-11-2024
257,DAYNULM INTERN,Part Time,TOWN MUNICIPAL COUNCIL KAMPLI,01-02-2024,Kampli,Karnataka,5000 /month,Immediately,2 Months,6,02-03-2024
258,DAY NULM AND PMSVANIDHI,Full Time,Town Panchayath Tekkalakote,03-02-2024,Tekkalakote,Karnataka,2500 /month,Immediately,2 Months,3,07-02-2024
259,THE URBAN LEARNING INTERNSHIP PROGRAM (TULIP),Part Time,Vitla Town Panchayath,03-02-2024,Vitla,Karnataka,2500 /month,Immediately,2 Months,1,03-02-2024
260,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,TMC Tarikere,05-02-2024,Tarikere,Karnataka,1000 /month,Immediately,5 Months,4,08-04-2024
261,THE URBAN LEARNING INTERNSHIP PROGRAMME (TULIP),Full Time,Ballari City Corporation,05-02-2024,Bellary,Karnataka,2500 /month,Immediately,2 Months,35,20-02-2024
262,DAY NULM AND PMSVANIDHI,Full Time,Town Municipal Council,05-02-2024,Sandur,Karnataka,2500 /month,Immediately,2 Months,3,07-02-2024
263,DAY NULM AND PMSVANIDHI,Full Time,Town Panchayath Kudathini,06-02-2024,Kudathini,Karnataka,2500 /month,Immediately,2 Months,3,08-02-2024
264,DAYNULM INTERN,Full Time,TOWN MUNICIPAL COUNCIL KAMPLI,06-02-2024,Kampli,Karnataka,5000 /month,Immediately,2 Months,6,06-02-2024
265,DAY NULM AND PMSVANIDHI,Part Time,TOWN MUNICIPAL COUNCIL KUREKUPPA,06-02-2024,Bellary,Karnataka,2500 /month,Immediately,2 Months,2,08-02-2024
266,DAY NULM AND PMSVANIDHI,Full Time,TMC KURUGODU,06-02-2024,Kurugodu,Karnataka,2500 /month,Immediately,2 Months,2,08-02-2024
267,LEARNING ABOUT DAY NULM SCHEMES,Part Time,CMC Siruguppa,06-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,12 Months,5,08-02-2024
268,OFFICE ASSISTANT,Full Time,Town Municipal Council Ankola,06-02-2024,Ankola,Karnataka,5000 /month,Immediately,5 Months,3,09-02-2024
269,DAY NULM AND PMSVANIDHI,Full Time,CMC Siruguppa,06-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,2 Months,5,08-02-2024
270,DAY NULM AND PMSVANIDHI,Part Time,CMC Siruguppa,06-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,2 Months,5,08-02-2024
271,DAY NULM AND PMSVANIDHI,Part Time,CMC Siruguppa,07-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,2 Months,5,08-02-2024
272,DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,City Municipal Council,07-02-2024,Kollegal,Karnataka,2500 /month,Immediately,2 Months,6,15-02-2024
273,PMSVANIDHI AND DAYNULM INTERN,Part Time,City Municipal Council Puttur DK,07-02-2024,Puttur,Karnataka,2500 /month,Immediately,2 Months,3,15-02-2024
274,DAY NULM AND PMSVANIDHI,Full Time,CMC Siruguppa,07-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,2 Months,5,07-02-2024
275,DAY NULM INTERNS,Full Time,Town Panchayat Tavaragera,08-02-2024,Tavaragera,Karnataka,3000 /month,Immediately,2 Months,2,22-03-2024
276,THE OBJECTIVE IS TO REDUCE URBAN POVERTY BY IMPROVING LIVELIHOODS OF URBAN POOR AND MARGINALIZED COMMUNITIES IN URBAN AREAS OF SUB-UNITS OF DAY NULM ABHIYAN AND PM SVANIDHI TWO SCHEMES,Full Time,Town Municipal Council Gajendragad,08-02-2024,Gajendragad,Karnataka,1500 /month,Immediately,3 Months,3,24-01-2025
277,DAY NULM AND PMSVANIDHI,Full Time,TOWNMUNCIPAL OFFICE HARAPANAHALLI,08-02-2024,Harapanahalli,Karnataka,2500 /month,Immediately,2 Months,4,17-02-2024
278,THE OBJECTIVE OF SUB-UNITS OF DAY NULM ABHIYAN AND PM SVANIDHITWO SCHEMES IS TO REDUCE URBAN POVERTY BY IMPROVING LIVELIHOODS OF URBAN POOR AND MARGINALIZED COMMUNITIES IN URBAN AREAS.,Full Time,TPC Shirahatti,08-02-2024,Shirahatti,Karnataka,1660 /month,Immediately,12 Weeks,2,08-09-2024
279,ANALYSING THE ROLE OF MICRO ENTREPRENEURSHIP AND SELF HELP GROUP IN WOMEN EMPOWERMENT AND DEVELOPMENT,Part Time,Town Panchayat Hirekerur,08-02-2024,Hirekerur,Karnataka,2500 /month,Immediately,2 Months,2,18-02-2024
280,THE OBJECTIVE IS TO REDUCE URBAN POVERTY BY IMPROVING LIVELIHOODS OF URBAN POOR AND MARGINALIZED COMMUNITIES IN URBAN AREASOF SUB-UNITS OF DAY NULM ABHIYAN AND PM SVANIDHI TWO SCHEMES,Full Time,TMC Laxmeshwar,08-02-2024,Lakshmeshwara,Karnataka,5000 /month,Immediately,3 Months,3,27-09-2024
281,DAY NULM AND PMSVANIDHI,Full Time,TOWNMUNCIPAL OFFICE HARAPANAHALLI,08-02-2024,Harapanahalli,Karnataka,2500 /month,Immediately,2 Months,4,17-03-2024
282,ANALYSING THE ROLE OF MICRO ENTREPRENEURSHIP AND SELF HELP GROUPS IN WOMEN EMPOWERMENT AND DEVELOPMENT,Full Time,TOWN MUNICIPAL COUNCIL HANAGAL,09-02-2024,Hangal,Karnataka,2500 /month,Immediately,2 Months,3,18-02-2024
283,PM SVANIDHI INTERNSHIP,Part Time,Mulki Town Panchayath,09-02-2024,Mulki,Karnataka,2500 /month,Immediately,2 Months,1,30-05-2024
